" The customer doesn't exist in the system anymore"," Der Kunde existiert nicht mehr im System"
" and "," und "
"(Absolute path or Relative to Magento install root, ex. var/export)","(Absoluter oder relativer Pfad zur Magento Installation, z.B. var/export)"
"(For US 2-letter state names)","(Für USA-Staatsnamen aus 2 Buchstaben)"
"(If left empty will be auto-generated)","(Wird automatisch generiert, wenn leer gelassen)"
"(Leave empty for first spreadsheet)","(Leer lassen für erstes Arbeitsblatt)"
"(Products will be added/updated to this store if 'store' column is blank or missing in the import file.)","(Produkte werden zu diesem Shop hinzugefügt/aktualisiert wenn die 'Shop' Spalte in dieser Importdatei leer ist oder fehlt.)"
"(Shift-)Click or drag to change value","(Shift-)Klicken oder ziehen zum Wert verändern"
"(Starting with)","(Beginnend mit)"
"(When 'No', only mapped fields will be imported. When mapping, use 'column1', 'column2', etc.)","(Bei 'Nein' werden nur zugeordnete Felder importiert. Bei Zuordnung 'column1', 'column2', usw. benutzen.)"
"(You have to increase php memory_limit before changing this value)","(Sie müssen vor dem Ändern dieses Werts die php memory_limit erhöhen)"
"(\t for tab)","(\t for tab)"
"* - If indexing is in progress, it will be killed and new indexing process will start","* - Falls bereits eine Indexierung läuft, wird diese gekillt und eine neue Indexierung wird gestartet"
"- Click on any of the time parts to increase it","- Auf irgend einen Teil der Zeit klicken um diesen zu erhöhen"
"- Hold mouse button on any of the above buttons for faster selection.","- Für eine schneller Auswahl, halten Sie den Mausbutton auf irgend einem der oben angezeigten Knöpfe gedrückt."
"- Use the %s buttons to select month","- Benutzen Sie die %s Knöpfe um den Monat auszuwählen"
"- Use the %s, %s buttons to select year","- Benutzen Sie die %s, %s Knöpfe um das Jahr auszuwählen"
"- or Shift-click to decrease it","- oder Shift-Klicken um ihn zu verringern"
"- or click and drag for faster selection.","- oder klicken und ziehen Sie für schnellere Auswahl."
"-- Please Select --","-- Bitte auswählen --"
"-- Please select --","-- Bitte auswählen --"
"-- Please select a category --","-- Bitte Kategorie auswählen --"
"--Please Select--","--Bitte auswählen--"
"1 Hour","1 Stunde"
"12 Hours","12 Stunden"
"12h AM/PM","12h AM/PM"
"2 Hours","2 Stunden"
"24 Hours","24 Stunden"
"24h","24h"
"2YTD","2YTD"
"6 Hours","6 Stunden"
"<h1 class=""page-heading"">404 Error</h1><p>Page not found.</p>","<h1 class=""page-heading"">404 Fehler</h1><p>Seite nicht gefunden.</p>"
"<h1 class=""page-heading"">Access denied</h1><p>Access denied.</p>","<h1 class=""page-heading"">Zugriff verweigert</h1><p>Zugriff verweigert.</p>"
"A new password was sent to your email address. Please check your email and click Back to Login.","Ein neues Kennwort wurde an Ihre E-Mail-Adresse gesendet. Bitte überprüfen Sie Ihre E-Mails und klicken Sie zurück um sich einzuloggen."
"API Stability","API-Stabilität"
"API Version","API-Version"
"API:","API:"
"About the calendar","Über den Kalender"
"Access Denied.","Zugriff verweigert."
"Access Deny","Zugriffsverweigerung"
"Account Created in:","Kundenkonto angelegt in:"
"Account Created on (%s):","Konto erstellt am (%s):"
"Account Created on:","Kundenkonto angelegt am:"
"Account Information","Benutzerkonto-Information"
"Account status","Benutzerkonto-Status"
"Account successfully saved","Benutzerkonto erfolgreich gespeichert"
"Action","Aktion"
"Actions","Aktionen"
"Actions XML","Aktions XML"
"Active","Aktiv"
"Add","Hinzufügen"
"Add Contents Path","Inhaltspfad hinzufügen"
"Add Exception","Exception hinzufügen"
"Add Field Mapping","Neue Feldzuordnung"
"Add Field with URL:","URL-Feld hinzufügen:"
"Add Maintainer","Verantw. Autor hinzufügen"
"Add New Image","Neues Bild"
"Add New Profile","Add New Profile"
"Add New Role","Neue Rolle"
"Add New Template","Neue Vorlage"
"Add New Urlrewrite","Neues URL-Rewriting"
"Add New User","Neuer Benutzer"
"Add New osCommerce Profile","Neues osCommerce-Profil hinzufügen"
"Add PHP Extension dependency","PHP-Erweiterungs-Abhängigkeit hinzufügen"
"Add Package dependency","Paket-Abhängigkeit hinzufügen"
"Add Subpackage dependency","Subpaket-Abhängigkeit hinzufügen"
"Add Urlrewrite","URL-Rewrite hinzufügen"
"Add Urlrewrite for a Category","URL-Rewrite für Kategorie hinzufügen"
"Add Urlrewrite for a Product","URL-Rewrite für Produkt hinzufügen"
"Add after","Danach hinzufügen"
"Add new Role","Neue Rolle"
"Add new store view map","Neue Shop-Ansichts-Map hinzufügen"
"Add new website map","Neue Website-Map hinzufügen"
"Address Type:","Adresstyp:"
"Admin","Admin"
"Advanced Admin Section","Erweiterter Admin-Bereich"
"Advanced Profiles","Erweiterte Profile"
"Advanced Section","Erweiterter Bereich"
"Aggregate Order","Bestellungen zusammenfassen"
"All","Alle"
"All Allowed Countries","Alle erlaubten Länder"
"All Cache","Gesamter Cache"
"All Files","Alle Dateien"
"All Store Views","Alle Shop-Ansichten"
"All Tags","Alle Schlagwörter"
"All Websites","Alle Websites"
"All countries","Alle Länder"
"All fields","Alle Felder"
"All possible rates were fetched, click on ""Save"" to apply","Alle möglichen Kurse wurden geholt, klicken Sie auf ""Speichern"" zum Anwenden"
"All rates were fetched, click on ""Save"" to apply","Alle Kurse wurden geholt, klicken Sie auf ""Speichern"" zum Anwenden."
"All valid rates successfully saved","Alle gültigen Kurse wurden erfolgreich gespeichert"
"Amounts","Gesamtbeträge"
"Any","Beliebige"
"Any Attribute Set","Jedes Attributset"
"Any Group","Jede Gruppe"
"Any Status","Jeder Status"
"Any Store","Jeder Shop"
"Any Type","Jeder Typ"
"Any Visibility","Jede Sichtbarkeit"
"Api Key","API-Key"
"Api Key Confirmation","API-Key Bestätigung"
"Archive file name:","Archiv Dateiname:"
"Are you sure that you want to delete this template?","Sind Sie sicher, dass Sie diese Vorlage löschen möchten?"
"Are you sure that you want to strip tags?","Sind Sie sicher, dass Sie HTML-Tags entfernen möchten?"
"Are you sure you want to do this?","Sind Sie sicher, dass Sie das machen wollen?"
"Are you sure you wish to INSTALL all selected packages?","Sind Sie sicher, alle ausgewählten Pakete zu installieren?"
"Are you sure you wish to UNINSTALL all selected packages?","Sind Sie sicher, alle ausgewählten Pakete zu deinstallieren?"
"Are you sure you wish to UPGRADE all selected packages?","Sind Sie sicher, alle ausgewählten Pakete zu aktualisieren?"
"Area","Gebiet"
"Assigned","Zugewiesen"
"Attribute Set Name:","Attributset Name:"
"Attribute set successfully saved.","Attributset wurde gespeichert"
"Attribute set was successfully removed.","Attributset wurde gelöscht."
"Attributes","Attribute"
"Available Products","Verfügbare Produkte"
"Available Version","Verfügbare Version"
"Average Order Amount","Durchschnittlicher Bestell-Gesamtbetrag"
"Average Orders","Durchschnittliche Bestellungen"
"Back","Zurück"
"Back to Login","Zurück zum Login"
"Back to local packages","Zurück zu lokal installierten Paketen"
"Backup","Sicherung"
"Backup record was deleted","Sicherungseintrag wurde gelöscht"
"Backup successfully created","Sicherung wurde erfolgreich erstellt"
"Backups","Sicherungen"
"Base currency","Basiswährung"
"Bcc","Bcc"
"Bestsellers","Bestseller"
"Big Image","Grosses Bild"
"Billing Address","Rechnungsadresse"
"Billing address","Rechnungsadresse"
"Block Information","Blockinformation"
"Both (without and with tax)","Beides (mit und ohne Steuer)"
"Browse Available Extensions","Verfügbare Erweiterungen durchsuchen"
"Browse Available Remote Extensions","Extern verfügbare Erweiterungen durchsuchen"
"Browse Files...","Dateien durchsuchen..."
"Bundle Items","Gebündelte Artikel"
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","Bündel mit dynmischem Preis dürfen keine persönlichen Optionen beinhalten. Die Optionen werden nicht gespeichert."
"CRITICAL","KRITISCH"
"CSV","CSV"
"CSV / Tab separated","CSV / Tab-getrennt"
"Cache Control","Cache-Steuerung"
"Cache Control (beta)","Cache-Steuerung (beta)"
"Cache Management","Cache-Management"
"Can not add new comment.","Kann keinen neuen Kommentar hinzufügen."
"Can not add tracking number.","Kann keine Tracking-Nummer hinzufügen."
"Can not delete tracking number.","Kann die Tracking-Nummer nicht löschen."
"Can not do credit memo for order","Kann für die Bestellung keine Kreditnotiz erstellen"
"Can not do invoice for order","Kann für die Bestellung keine Rechnung stellen"
"Can not do shipment for order.","Kann für die Bestellung keinen Versand durchführen."
"Can not initialize shipment for adding tracking number.","Kann den Versand nicht initialisieren um eine Tracking-Nummer hinzuzufügen."
"Can not initialize shipment for delete tracking number.","Kann den Versand nicht initialisieren um die Tracking-Nummer zu löschen."
"Can not load track with retrieving identifier.","Kann den Track mit dem Suchidentifikator nicht laden."
"Can not retrieve tracking number detail.","Kann die Tracking-Nummer-Details nicht finden."
"Can not save credit memo","Kann Kreditnotiz nicht speichern"
"Can not save invoice","Kann die Rechnung nicht speichern"
"Can not save shipment.","Kann den Versand nicht speichern."
"Can not send shipment information.","Kann keine Versandinformationen senden."
"Can not update item qty","Kann die Anzahl Artikel nicht aktualisieren"
"Can't delete design change","Gestaltungsänderung konnte nicht gelöscht werden."
"Can't find email address.","Kann E-Mail-Adresse nicht finden."
"Cancel","Abbrechen"
"Card Verification Number","Kartenprüfnummer (CVC)"
"Catalog","Katalog"
"Catalog Rewrites","Katalog-Rewrites"
"Catalog Rewrites was refreshed successfully","Katalog-Rewrite wurde erfolgreich aktualisiert"
"Catalog Rewrites were refreshed successfully","Katalog-Rewrites wurden erfolgreich aktualisiert"
"CatalogInventory Stock Status rebuild error. Please try again later","KatalogInventar-Lagerstatus-Rebuild-Fehler error. Bitte versuche es später nochmals"
"CatalogInventory Stock Status was rebuilt successfully","KatalogInventar-Lagerstatus-Rebuild erfolgreich"
"Category","Kategorie"
"Category:","Kategorie:"
"Changelog","Änderungsverlauf"
"Channel","Channel"
"Channel:","Channel:"
"Checkbox","Checkbox"
"Choose Store View","Shop-Ansicht wählen"
"Choose an attribute","Attribut wählen"
"Clear","Clear"
"Close","Close"
"Comment text field can not be empty.","Kommentar-Textfeld kann nicht leer sein."
"Comments History","Kommentarprotokoll"
"Complete","Vollständig"
"Configuration","Konfiguration"
"Configuration successfully saved","Konfiguration erfolgreich gespeichert"
"Confirmed email:","Bestätigte E-Mail:"
"Conflicts","Konflikte"
"Connect with the Magento Community","Zur Magento-Community"
"Contents","Inhalt"
"Convert to Plain Text","In reinen Text umwandeln"
"Cookie (Unsafe)","Cookie (unsicher)"
"Country","Land"
"Country:","Land:"
"Coupon Code","Gutscheincode"
"Coupons","Gutscheine"
"Create","Erstellen"
"Create DB Backup","DB-Backup erstellen"
"Create Extension Package","Erweiterung erstellen"
"Create New Attribute","Attribut anlegen"
"Create New Staging Store View","Neue Staging Shop-Ansicht erstellen"
"Create Urlrewrite:","URL-Rewrite erstellen:"
"Create a backup","Backup erstellen"
"Created <strong>%s</strong> items","<strong>%s</strong> Artikel erstellt"
"Created At","Erstellt am"
"Credit Card Number","Kreditkartennummer"
"Credit Card Number: xxxx-%s","Kreditkarten-Nr.: xxxx-%s"
"Credit Card Type","Kreditkartentyp"
"Credit Card Type: %s","Kreditkartentyp: %s"
"Credit Memo #%s comment added","Kreditnotiz #%s Kommentar hinzugefügt"
"Credit Memo #%s created","Kreditnotiz #%s erstellt"
"Credit Memo History","Verlauf der Gutschriften"
"Credit Memo Totals","Gesamtgutschriften"
"Credit Memo cancel error.","Kreditnotiz Abbruch-Fehler."
"Credit Memo total must be positive.","Kreditnotiz-Total muss positiv sein."
"Credit Memo void error","'Kreditnotiz Leer-Fehler"
"Credit Memo was successfully canceled.","Kreditnotiz wurde erfolgreich abgebrochen."
"Credit Memo was successfully created","Kreditnotiz wurde erfolgreich erstellt"
"Credit Memo was successfully voided","Kreditnotiz wurde erfolgreich geleert"
"Currency","Währung"
"Currency Information","Währunginformation"
"Currency Setup Section","Bereich Währungssetup"
"Current Configuration Scope:","Aktueller Geltungsbereich der Konfiguration:"
"Current Release Information","Informationen zur aktuellen Version"
"Custom","Eigene"
"Customer","Kunde"
"Customer Group:","Kundengruppe:"
"Customer Name","Kundenname"
"Customer Since:","Kunde seit:"
"Customer was deleted","Kunde wurde gelöscht"
"Customer was successfully saved","Kunde wurde gespeichert"
"Customer with the same email already exists.","Ein Kunde mit der gleichen E-Mail-Adresse existiert bereits."
"Customers","Kunden"
"DHTML Date/Time Selector","DHTML Datum/Zeit-Selektor"
"Dashboard","Übersicht"
"Data Format","Datenformat"
"Data transfer:","Datenübertragung:"
"Date","Datum"
"Date & Time","Datum & Zeit"
"Date Added","Hinzugefügt am"
"Date Updated","Aktualisiert am"
"Date selection:","Datumsauswahl:"
"Date selector","Datumsauswahl"
"Date:","Datum:"
"Day","Tag"
"Decimal separator:","Dezimalzeichen:"
"Default (Admin) Values","Standarvorgaben (Admin)"
"Default Config","Standardkonfiguration"
"Default Template from Locale","Standard-Template von Locale"
"Default Values","Standardwerte"
"Default display currency ""%s"" is not available in allowed currencies","Die angezeigte Standardwährung ""%s"" ist nicht in den erlaubten Währungen verfügbar"
"Default scope","Standardgeltungsbereich"
"Delete","Löschen"
"Delete %s","%s löschen"
"Delete %s '%s'","%s '%s' löschen"
"Delete Profile","Profil löschen"
"Delete Role","Gruppenberechtigung löschen"
"Delete Store View","Shop-Ansicht löschen"
"Delete Template","Vorlage löschen"
"Delete User","Benutzer löschen"
"Delete Website","Website löschen"
"Dependencies","Abhängigkeiten"
"Description","Beschreibung"
"Description:","Beschreibung:"
"Design","Gestaltung"
"Design Section","Gestaltungs-Bereich"
"Design change deleted","Gestaltungsänderung gelöscht"
"Design change saved","Gestaltungsänderung gespeichert"
"Developer Section","Entwicklerbereich"
"Direction:","Richtung:"
"Disable","Deaktivieren"
"Disabled","Deaktiviert"
"Discount Amount","Rabattbetrag"
"Display %s first","Zeige die %s ersten"
"Display default currency","Standardwährung anzeigen"
"Distributed under GNU LGPL. See %s for details.","Unter GNU LGPL vertrieben. Siehe %s für Details."
"Do you really want to KILL parallel process and start new indexing process?","Wollen Sie wirklich den laufenden Prozess KILLEN und eine neue Indexierung starten?"
"Done By:","Erstellt von:"
"Done by:","Erstellt von:"
"Download Remote File","Externe Datei laden"
"Download and Install","Laden und Installieren"
"Downloading and installing $pkg, please wait...","Lade und installiere $pkg, bitte warte..."
"Drag to move","Ziehen zum Bewegen"
"Drop-down","Drop-Down"
"Edit","Bearbeiten"
"Edit Email Template","E-Mail-Vorlage bearbeiten"
"Edit Poll","Umfrage bearbeiten"
"Edit Role","Gruppenberechtigung bearbeiten"
"Edit Store View","Shop-Ansicht bearbeiten"
"Edit System Template","Systemvorlage bearbeiten"
"Edit Tag","Schlagwort bearbeiten"
"Edit Template","Vorlage bearbeiten"
"Edit Urlrewrite","URL-Rewrite bearbeiten"
"Edit User","Benutzer bearbeiten"
"Edit User '%s'","Benutzer '%s' bearbeiten"
"Edit Website","Website bearbeiten"
"Email","E-Mail"
"Email Address:","E-Mail-Adresse"
"Email Preview","E-Mail-Vorschau"
"Email address is empty.","Die E-Mail-Adresse ist leer."
"Email to a Friend","E-Mail an einen Freund"
"Email:","E-Mail:"
"Enable","Aktivieren"
"Enabled","Aktiviert"
"Enclose Values In:","Umschliesse Werte mit:"
"Entity Type","Datensatztyp"
"Entity type:","Datensatztyp:"
"Error uploading the file","Fehler beim Hochladen der Datei"
"Error while cleared Image cache. Please try again later","Error while cleared Image cache. Please try again later"
"Error while create backup. Please try again later","Error while create backup. Please try again later"
"Error while deleting this role. Please try again later.","Fehler beim Löschen dieser Gruppenberechtigung. Bitte versuchen Sie es später noch einmal."
"Error while deleting this set.","Fehler beim Löschen dieses Sets."
"Error while finished process. Please refresh cache","Error while finished process. Please refresh cache"
"Error while refreshed Catalog Rewrites. Please try again later","Error while refreshed Catalog Rewrites. Please try again later"
"Error while refreshed Layered Navigation Indices. Please try again later","Error while refreshed Layered Navigation Indices. Please try again later"
"Error while saving account. Please check all required fields","Error while saving account. Please check all required fields"
"Error while saving account. Please try again later","Fehler beim Speichern des Benutzerkontos. Bitte später nochmals versuchen"
"Error while saving this configuration: ","Fehler beim Speichern der Konfiguration:"
"Error while saving this role. Please try again later.","Fehler beim speichern dieser Gruppenberechtigung. Bitte versuchen Sie es später nochmals."
"Error while updating selected review(s). Please try again later.","Fehler beim Aktualisieren der ausgewählten Kundenmeindungen. Bitte versuchen Sie es später nochmals."
"Excl. Tax","exkl. MwSt."
"Exclude","Ausschliessen"
"Exclude (comma separated)","Ausschliessen (durch Komma getrennt)"
"Expiration Date","Gültig bis"
"Expiration Date: %s/%s","Gültig bis: %s/%s"
"Export","Export"
"Export CSV","CSV exportieren"
"Export Filters","Export-Filter"
"Export to:","Export als:"
"Export:","Export:"
"Extension","Erweiterung"
"Extension Name","Erweiterungsname"
"Extensions","Erweiterungen"
"FTP Host[:Port]","FTP-Host[:Port]"
"Failed to add a product to cart by id ""%s""","Fehler beim Produkt nach ID ""%s"" zum Warenkorb hinzufügen"
"Failed to load %1$s.xml or %1$s.ser","Konnte %1$s.xml oder %1$s.ser nicht laden"
"Field","Feld"
"Field Mapping","Feldzuordnung"
"File","Datei"
"File Information","Dateiinformationen"
"File name:","Dateiname:"
"File size should be more than 0 bytes","Datei sollte grösser als 0 Byte sein"
"Final Price","Endpreis"
"Finished items creation.","Artikelerstellung beendet."
"Finished profile execution.","Ausführung des fertigen Profils."
"First Name","Vorname"
"First Name:","Vorname:"
"Firstname","Vorname"
"Fixed","Fest"
"Flat Catalog Category rebuild error","Flat-Katalog-Kategorie-Rebuild-Fehler"
"Flat Catalog Category was rebuilt successfully","Flat-Katalog-Kategorie-Rebuild erfolgreich"
"Flat Catalog Product rebuild error. Please try again later","Flat-Katalog-Produkt-Rebuild-Fehler. Bitte versuchen Sie es später nochmals"
"Flat Catalog Product was rebuilt successfully","Flat-Katalog-Produkt-Rebuild erfolgrich"
"For category","Für Kategorie"
"For latest version visit: %s","Für die neueste Version besuchen Sie: %s"
"For product","Für Produkt"
"Forgot your password?","Kennwort vergessen?"
"Forgot your user name or password?","Haben Sie Ihren Benutzernamen oder Ihr Passwort vergessen?"
"From","Von"
"Gb","GB"
"General Information","Allgemeine Information"
"General Section","Allgemeiner Bereich"
"Get Image Base64","Bild Base64-encodiert abrufen"
"Get help for this page","Hilfe zu dieser Seite"
"Global Attribute","Globales Attribut"
"Global Record Search","Globale Suche"
"Global Search","Globale Suche"
"Go Today","Gehe zu Heute"
"Google Base","Google Base"
"Google Base Items","Google Base Artikel"
"Grand Total","Gesamtsumme"
"Grid (default) / List","Gitter (Standard) / Liste"
"Grid only","Nur Gitter"
"Group:","Gruppe:"
"Guest","Gast"
"HTTP (unsecure)","HTTP (ungesichert)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Helfen Sie mit, Magento weiter zu bringen - melden Sie uns alle Fehler"
"Home","Startseite"
"ID","ID"
"ID Path","ID Pfad"
"IP Address","IP-Adresse"
"Ignore","Ignoriert"
"Image cache was cleared successfully","Bilder-Cache wurde erfolgreich geläscht"
"Images","Bilder"
"Images (.gif, .jpg, .png)","Bilder (.gif, .jpg, .png)"
"Images Cache","Bilder-Cache"
"Import","Import"
"Import Service","Importdienst"
"Import/Export","Import/Export"
"Import/Export Advanced","Import/Export Advanced"
"Import/Export Profile","Import/Export Profil"
"Imported <strong>%s</strong> records","<strong>%s</strong> Datensätze importiert"
"In","In"
"In Database:","In Datenbank:"
"In File:","In Datei:"
"Inactive","Inaktiv"
"Incl. Tax","Inkl. MwSt."
"Include","Einschliessen"
"Incoming Message","Eingehende Nachricht"
"Individual Item","Einzelne Artikel"
"Install","Installieren"
"Install Package File","Paket installieren"
"Installed As","Installiert unter"
"Installed Extension Info","Informationen über installierte Erweiterung"
"Installed Version","Installierte Version"
"Installing $pkg, please wait...","Installiere $pkg, bitte warten..."
"Installing selected packages, please wait...","Installiere ausgewählte Pakete, bitte warten..."
"Instant Payment Notification (IPN)","Sofortiger Zahlungshinweis (IPN)"
"Interactive","Interaktiv"
"Interface Locale: %s","Lokalisierung der Benutzeroberfläche: %s"
"Invalid Form Key. Please refresh the page.","Ungültiger Formular-Schlüssel. Bitte die Seite aktualisieren."
"Invalid Import Service Specified","Ungültiger Importservice angegeben"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file)","Ungültige POST-Daten (bitte post_max_size und upload_max_filesize Einstellungen in Deiner php.ini Datei überprüfen)"
"Invalid Secret Key. Please refresh the page.","Ungültiger geheimer Schlüssel. Bitte die Seite aktualisieren."
"Invalid URL","Ungültige URL"
"Invalid Username or Password.","Benutzername oder Kennwort ungültig."
"Invalid directory: %s","Ungültiges Verzeichnis: %s"
"Invalid file: %s","Ungültige Datei: %s"
"Invalid input data for %s => %s rate","Ungültige Eingabedaten für %s => %s Rate"
"Invalid input:","Ungültige Eingabe"
"Invalid parrent block for this block","Ungültiger Parent-Block für diesen Block"
"Invalid section value","Ungültiger Abschnittswert"
"Invalid store value","Ungültiger Shop-Wert"
"Invalid website value","Ungültiger Website-Wert"
"Inventory Stock Status","Inventar Lagerstatus"
"Invoice #%s comment added","Kommentar zu Rechnung Nr. %s hinzugefügt"
"Invoice #%s created","Rechnung Nr. %s erstellt"
"Invoice History","Verlauf der Rechnungen"
"Invoice Totals","Rechnungstotal"
"Invoice and shipment was successfully created.","Rechnung und Versand wurden erfolgreich erstellt."
"Invoice cancel error.","Rechnungs-Abbruch-Fehler."
"Invoice capture error","Rechnungs-Erfassungs-Fehler"
"Invoice void error","Rechnungs-Leerungs-Fehler"
"Invoice was successfully canceled.","Rechnungs wurde erfolgreich abgebrochen."
"Invoice was successfully captured","Rechnung wurde erfolgreich erfasst"
"Invoice was successfully created.","Rechnung wurde erfolgreich erstellt"
"Invoice was successfully voided","Rechnung wurde erfolgreich geleert"
"Issue Number","Vorfallnummer"
"Issuer: %s","Herausgeber: %s"
"Items","Artikel"
"Items to merge","Zusammenzufassende Artikel"
"Kb","KB"
"Last 24 hours","Letzte 24 Stunden"
"Last 5 Orders","Letzte 5 Bestellungen"
"Last 5 Search Terms","Letzte 5 Suchbegriffe"
"Last 7 days","Letzte 7 Tage"
"Last Logged In (%s):","Letzter Login (%s):"
"Last Logged In:","Zuletzt eingeloggt:"
"Last Month","Letzter Monat"
"Last Name","Nachname"
"Last Name:","Nachname:"
"Lastname","Nachname"
"Latest Message:","Neueste Nachricht:"
"Layered Navigation Indices","Ebenen-Navigation Indizes"
"Layered Navigation Indices was refreshed successfully","Ebenen-Navigation Indizes wurde erfolgreich aktualisiert"
"Layered Navigation Indices were refreshed successfully","Ebenen-Navigation Indizes wurden erfolgreich aktualisiert"
"Layered Navigation indexing queue cancelled","Indexierungs-Warteschlange für Ebenen-Navigation abgebrochen"
"Layered Navigation indexing queued","Indexierung für Ebenen-Navigation in Warteschlange"
"Layered Navigation process queued to be killed","Ebenen-Navigation Prozess in KILL-Warteschlange"
"Leave empty to use tax identifier","Leer lassen um Steuer-Indetifikatoir anzuwenden"
"Level","Ebene"
"License","Lizenz"
"License URI","Lizenz-URI"
"License:","Lizenz:"
"Lifetime Sales","Gesamteinnahmen"
"Links","Links"
"List (default) / Grid","Liste (Standard) / Gitter"
"List only","Nur Liste"
"Load Template","Vorlage laden"
"Load default template","Standardvorlage laden"
"Load local Package","Lokales Paket laden"
"Loading...","Wird geladen..."
"Local Server","Lokaler Server"
"Local/Remote Server","Lokaler/entfernter Server"
"Locale","Lokalisierung"
"Log Out","Abmelden"
"Log in to Admin Panel","Anmeldung zum Administrationsbereich"
"Log into Magento Admin Page","Anmeldung zum Administrationsbereich"
"Logged in as %s","Angemeldet als: %s"
"Login","Anmelden"
"MAJOR","GROSS"
"MINOR","KLEIN"
"MS Excel XML","Microsoft Excel XML"
"Magento Admin","Magento Administration"
"Magento Commerce - Administrative Panel","Magento Commerce - Administrationsbereich"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Magento Connect Manager"
"Magento Logo","Magento-Logo"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento ist ein eingetragenes Warenzeichen von Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc."
"Magento ver. %s","Magento Version %s"
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento&trade; ist ein eingetragenes Warenzeichen von Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc."
"Maintainers","Verantwortliche Autoren"
"Manage Currency Rates","Währungskurse verwalten"
"Manage Customers","Kunden verwalten"
"Manage Installed Extensions","Installierte Erweiterungen verwalten"
"Manage Ratings","Bewertungen verwalten"
"Manage Stores","Stores verwalten"
"Manage osCommerce Orders","osCommerce-Bestellungen verwalten"
"Manage osCommerce Profiles","osCommerce-Profile verwalten"
"Mapping Configuration","Mapping-Konfiguration"
"Matched expression","Gleicher Ausdruck"
"Max","Max"
"Maximum","Maximum"
"Mb","MB"
"Media (.avi, .flv, .swf)","Multimedia-Dateien (.avi, .flv, .swf)"
"Merge Now","Jetzt zusammenführen"
"Messages Inbox","Posteingang"
"Min","Min"
"Minimum","Minimum"
"Module version conflict!","Modul-Versionskonflikt!"
"Month","Monat"
"Most Viewed Products","Am häufigsten angesehene Produkte"
"Multiple Select","Multiple Select"
"My Account","Mein Benutzerkonto"
"N/A","K/A"
"NOTICE","NOTIZ"
"Name","Name"
"Name on Card","Name auf der Karte"
"Name on the Card: %s","Name auf der Karte: %s"
